response_id,employee_id,survey_date,engagement_score,open_text_comment
R04008,E0810,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R04009,E0811,2023-06-01,5,I feel valued and have autonomy in my work.
R04010,E0811,2023-12-01,2,Workload is high and expectations are unclear.
R04011,E0811,2024-06-01,4,The culture encourages learning and innovation.
R04012,E0811,2024-12-01,4,I feel valued and have autonomy in my work.
R04013,E0811,2025-06-01,4,Team collaboration is strong and leadership is supportive.
R04014,E0811,2025-12-01,4,The culture encourages learning and innovation.
R04015,E0812,2023-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R04016,E0813,2023-06-01,1,Workload is high and expectations are unclear.
R04017,E0813,2023-12-01,3,Tools are fine though coordination can improve.
R04018,E0813,2024-06-01,4,The culture encourages learning and innovation.
R04019,E0813,2024-12-01,3,Work is steady but processes could improve.
R04020,E0813,2025-06-01,2,Leadership communication lacks clarity.
R04021,E0813,2025-12-01,4,Team collaboration is strong and leadership is supportive.
R04022,E0814,2023-12-01,4,I feel valued and have autonomy in my work.
R04023,E0814,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R04024,E0814,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R04025,E0814,2025-06-01,3,Tools are fine though coordination can improve.
R04026,E0814,2025-12-01,5,I feel valued and have autonomy in my work.
R04027,E0815,2023-06-01,5,Team collaboration is strong and leadership is supportive.
R04028,E0815,2023-12-01,5,Team collaboration is strong and leadership is supportive.
R04029,E0815,2024-06-01,5,I feel valued and have autonomy in my work.
R04030,E0815,2024-12-01,3,Tools are fine though coordination can improve.
R04031,E0815,2025-06-01,3,Tools are fine though coordination can improve.
R04032,E0815,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R04033,E0816,2023-06-01,5,I feel valued and have autonomy in my work.
R04034,E0816,2023-12-01,1,Workload is high and expectations are unclear.
R04035,E0816,2024-06-01,4,I feel valued and have autonomy in my work.
R04036,E0816,2024-12-01,4,Team collaboration is strong and leadership is supportive.
R04037,E0816,2025-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R04038,E0816,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R04039,E0817,2023-06-01,4,I feel valued and have autonomy in my work.
R04040,E0817,2023-12-01,5,I feel valued and have autonomy in my work.
R04041,E0817,2024-06-01,5,I feel valued and have autonomy in my work.
R04042,E0817,2024-12-01,2,Workload is high and expectations are unclear.
R04043,E0817,2025-06-01,3,Tools are fine though coordination can improve.
R04044,E0817,2025-12-01,5,Team collaboration is strong and leadership is supportive.
R04045,E0818,2023-06-01,5,The culture encourages learning and innovation.
R04046,E0818,2023-12-01,2,Workload is high and expectations are unclear.
R04047,E0818,2024-06-01,4,The culture encourages learning and innovation.
R04048,E0818,2024-12-01,4,Team collaboration is strong and leadership is supportive.
R04049,E0818,2025-06-01,3,Tools are fine though coordination can improve.
R04050,E0818,2025-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R04051,E0819,2023-06-01,2,Leadership communication lacks clarity.
R04052,E0819,2023-12-01,3,Work is steady but processes could improve.
R04053,E0819,2024-06-01,5,I feel valued and have autonomy in my work.
R04054,E0819,2024-12-01,4,The culture encourages learning and innovation.
R04055,E0819,2025-06-01,3,Work is steady but processes could improve.
R04056,E0819,2025-12-01,4,I feel valued and have autonomy in my work.
R04057,E0820,2025-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R04058,E0820,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R04059,E0821,2024-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R04060,E0821,2025-06-01,2,Workload is high and expectations are unclear.
R04061,E0821,2025-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R04062,E0822,2023-06-01,3,Tools are fine though coordination can improve.
R04063,E0822,2023-12-01,4,The culture encourages learning and innovation.
R04064,E0822,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R04065,E0822,2024-12-01,3,Communication is acceptable but priorities shift sometimes.
R04066,E0822,2025-06-01,3,Tools are fine though coordination can improve.
R04067,E0822,2025-12-01,5,Team collaboration is strong and leadership is supportive.
R04068,E0823,2023-06-01,2,Leadership communication lacks clarity.
R04069,E0823,2023-12-01,5,Team collaboration is strong and leadership is supportive.
R04070,E0823,2024-06-01,3,Tools are fine though coordination can improve.
R04071,E0823,2024-12-01,1,Leadership communication lacks clarity.
R04072,E0823,2025-06-01,2,Leadership communication lacks clarity.
R04073,E0823,2025-12-01,5,I feel valued and have autonomy in my work.
R04074,E0824,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R04075,E0824,2024-12-01,4,The culture encourages learning and innovation.
R04076,E0824,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R04077,E0824,2025-12-01,3,Work is steady but processes could improve.
R04078,E0825,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R04079,E0825,2023-12-01,1,Workload is high and expectations are unclear.
R04080,E0825,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R04081,E0825,2024-12-01,3,Communication is acceptable but priorities shift sometimes.
R04082,E0825,2025-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R04083,E0825,2025-12-01,4,The culture encourages learning and innovation.
R04084,E0826,2023-06-01,2,Leadership communication lacks clarity.
R04085,E0826,2023-12-01,4,I feel valued and have autonomy in my work.
R04086,E0826,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R04087,E0826,2024-12-01,4,I feel valued and have autonomy in my work.
R04088,E0826,2025-06-01,2,Leadership communication lacks clarity.
R04089,E0826,2025-12-01,5,I feel valued and have autonomy in my work.
R04090,E0827,2023-06-01,3,Work is steady but processes could improve.
R04091,E0827,2023-12-01,5,Team collaboration is strong and leadership is supportive.
R04092,E0827,2024-06-01,3,Work is steady but processes could improve.
R04093,E0827,2024-12-01,1,Workload is high and expectations are unclear.
R04094,E0827,2025-06-01,3,Tools are fine though coordination can improve.
R04095,E0827,2025-12-01,4,I feel valued and have autonomy in my work.
R04096,E0829,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R04097,E0829,2023-12-01,4,The culture encourages learning and innovation.
R04098,E0829,2024-06-01,1,Leadership communication lacks clarity.
R04099,E0829,2024-12-01,4,The culture encourages learning and innovation.
R04100,E0829,2025-06-01,3,Communication is acceptable but priorities shift sometimes.
R04101,E0830,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R04102,E0830,2023-12-01,5,Team collaboration is strong and leadership is supportive.
R04103,E0830,2024-06-01,3,Communication is acceptable but priorities shift sometimes.
R04104,E0830,2024-12-01,5,The culture encourages learning and innovation.
R04105,E0830,2025-06-01,1,Leadership communication lacks clarity.
R04106,E0830,2025-12-01,1,Leadership communication lacks clarity.
R04107,E0831,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R04108,E0831,2023-12-01,1,Workload is high and expectations are unclear.
R04109,E0831,2024-06-01,2,Workload is high and expectations are unclear.
R04110,E0831,2024-12-01,1,Leadership communication lacks clarity.
R04111,E0831,2025-06-01,2,Leadership communication lacks clarity.
R04112,E0832,2023-12-01,2,Workload is high and expectations are unclear.
R04113,E0832,2024-06-01,3,Communication is acceptable but priorities shift sometimes.
R04114,E0832,2024-12-01,3,Work is steady but processes could improve.
R04115,E0832,2025-06-01,4,I feel valued and have autonomy in my work.
R04116,E0832,2025-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R04117,E0833,2023-06-01,4,The culture encourages learning and innovation.
R04118,E0833,2023-12-01,1,Leadership communication lacks clarity.
R04119,E0833,2024-06-01,4,The culture encourages learning and innovation.
R04120,E0833,2024-12-01,4,The culture encourages learning and innovation.
R04121,E0833,2025-06-01,2,Leadership communication lacks clarity.
R04122,E0833,2025-12-01,1,Workload is high and expectations are unclear.
R04123,E0834,2023-06-01,4,Team collaboration is strong and leadership is supportive.
R04124,E0834,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R04125,E0834,2024-06-01,2,Workload is high and expectations are unclear.
R04126,E0834,2024-12-01,1,Leadership communication lacks clarity.
R04127,E0834,2025-06-01,5,Team collaboration is strong and leadership is supportive.
R04128,E0834,2025-12-01,1,Leadership communication lacks clarity.
R04129,E0835,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R04130,E0835,2023-12-01,1,Workload is high and expectations are unclear.
R04131,E0835,2024-06-01,2,Workload is high and expectations are unclear.
R04132,E0835,2024-12-01,2,Workload is high and expectations are unclear.
R04133,E0835,2025-06-01,5,I feel valued and have autonomy in my work.
R04134,E0835,2025-12-01,3,Communication is acceptable but priorities shift sometimes.
R04135,E0836,2023-06-01,4,Team collaboration is strong and leadership is supportive.
R04136,E0836,2023-12-01,5,I feel valued and have autonomy in my work.
R04137,E0836,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R04138,E0836,2024-12-01,4,The culture encourages learning and innovation.
R04139,E0836,2025-06-01,1,Workload is high and expectations are unclear.
R04140,E0836,2025-12-01,2,Leadership communication lacks clarity.
R04141,E0837,2023-06-01,1,Workload is high and expectations are unclear.
R04142,E0837,2023-12-01,2,Leadership communication lacks clarity.
R04143,E0837,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R04144,E0839,2023-06-01,3,Tools are fine though coordination can improve.
R04145,E0839,2023-12-01,1,Leadership communication lacks clarity.
R04146,E0839,2024-06-01,3,Tools are fine though coordination can improve.
R04147,E0839,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R04148,E0839,2025-06-01,2,Workload is high and expectations are unclear.
R04149,E0839,2025-12-01,5,Team collaboration is strong and leadership is supportive.
R04150,E0840,2023-06-01,5,I feel valued and have autonomy in my work.
R04151,E0840,2023-12-01,3,Tools are fine though coordination can improve.
R04152,E0840,2024-06-01,3,Tools are fine though coordination can improve.
R04153,E0840,2024-12-01,4,Team collaboration is strong and leadership is supportive.
R04154,E0840,2025-06-01,2,Leadership communication lacks clarity.
R04155,E0840,2025-12-01,3,Communication is acceptable but priorities shift sometimes.
R04156,E0841,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R04157,E0841,2023-12-01,3,Communication is acceptable but priorities shift sometimes.
R04158,E0841,2024-06-01,1,Leadership communication lacks clarity.
R04159,E0841,2024-12-01,3,Communication is acceptable but priorities shift sometimes.
R04160,E0841,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R04161,E0841,2025-12-01,5,The culture encourages learning and innovation.
R04162,E0842,2024-06-01,5,I feel valued and have autonomy in my work.
R04163,E0842,2024-12-01,2,Workload is high and expectations are unclear.
R04164,E0842,2025-06-01,1,Workload is high and expectations are unclear.
R04165,E0842,2025-12-01,4,Team collaboration is strong and leadership is supportive.
R04166,E0843,2023-06-01,2,Workload is high and expectations are unclear.
R04167,E0843,2023-12-01,5,The culture encourages learning and innovation.
R04168,E0843,2024-06-01,3,Tools are fine though coordination can improve.
R04169,E0843,2024-12-01,2,Leadership communication lacks clarity.
R04170,E0843,2025-06-01,3,Communication is acceptable but priorities shift sometimes.
R04171,E0843,2025-12-01,4,Team collaboration is strong and leadership is supportive.
